twitter_id,screen_name,created_at,verified,location,followers_count,friends_count,favourites_count,statuses_count
1556505139,AndyLalor,Sat Jun 29 20:34:53 +0000 2013,False,62025,82,304,6016,3234
 
created_at,full_text,retweet_count,favorite_count,twitter_url
covid-19
2020-05-07 21:54:27,"@JetBlue I'm a COVID-19 positive firefighter/paramedic.
1) Are you kidding me?
2) As many others have responded - donate the fuel money to organizations working to provide PPE to responders &amp; medical providers. 
3) This is such a stupid idea.",0,0,https://twitter.com/AndyLalor/status/1258515566622502912
2020-04-07 21:10:22,"I tested positive for COVID-19 this past Saturday. I understand how it's killing people. This thing is no joke. Protect yourselves, your families, your friends, and your communities. Stay indoors. Social distance. Wash your hands. 
I wouldn't wish this on someone I hated.",0,0,https://twitter.com/AndyLalor/status/1247632836229844997
2020-03-24 15:15:54,"@not_kg I think this is an opportunity to reestablish the regional organizations (DCM, DCE, DCW) and let DCI reorganize as an umbrella. That would encourage regional tours and reduce costs. It might allow those corps that can't immediately survive COVID-19 to come back later.",0,8,https://twitter.com/AndyLalor/status/1242470199296737280
recover
2020-04-25 17:06:56,"@zachasscrack @not_kg @DrumsDownUnder @drumsonrocks @drunkcorpsint @SaladbarTweets @drumcorpsaf At first glance as I scrolled through, I genuinely though this was one of his accounts chiming in. I'm trying to recover from COVID-19, I don't have much energy for smacking this cockstain down today...",0,3,https://twitter.com/AndyLalor/status/1254094553071726592
tested positive
2020-04-07 21:10:22,"I tested positive for COVID-19 this past Saturday. I understand how it's killing people. This thing is no joke. Protect yourselves, your families, your friends, and your communities. Stay indoors. Social distance. Wash your hands. 
I wouldn't wish this on someone I hated.",0,0,https://twitter.com/AndyLalor/status/1247632836229844997
positive for Covid
2020-04-07 21:10:22,"I tested positive for COVID-19 this past Saturday. I understand how it's killing people. This thing is no joke. Protect yourselves, your families, your friends, and your communities. Stay indoors. Social distance. Wash your hands. 
I wouldn't wish this on someone I hated.",0,0,https://twitter.com/AndyLalor/status/1247632836229844997
my nose
2020-03-24 16:23:02,"@DCIJunkie Mine has a dial that goes to 7. I've gone to 4 one time. The water practically came out of my nose. Clean as a whistle, inside &amp; out!",0,1,https://twitter.com/AndyLalor/status/1242487097430290432
