twitter_id,screen_name,created_at,verified,location,followers_count,friends_count,favourites_count,statuses_count
1339010605,MichaelRees84,Tue Apr 09 11:57:47 +0000 2013,False,"Swansea, Wales",6704,3601,49923,35433
 
created_at,full_text,retweet_count,favorite_count,twitter_url
drug
2020-05-28 15:21:24,"Today in 1996 Dave Gahan was rushed to Cedars Sinai Hospital, Los Angeles after an apparent drug overdose. The singer was later arrested for possession of cocaine and heroin https://t.co/fUC4mutqz0",2,15,https://twitter.com/MichaelRees84/status/1266026795553390592
2020-05-20 14:41:34,"Today in 1967 The Beatles new album Sgt Pepper's Lonely Hearts Club Band had a special preview on the Kenny Everett BBC Light program, 'Where It's At', playing every track from the album, (except 'A Day In The Life' which the BBC had banned saying it could promote drug taking) https://t.co/ipwudNVVde",8,46,https://twitter.com/MichaelRees84/status/1263117667306799105
2020-04-23 15:47:53,"Today in 1991 Founder member of The New York Dolls Johnny Thunders (John Anthony Genzale, Jr), died of a drug overdose aged 38 https://t.co/9zL2PkI8Nn",1,10,https://twitter.com/MichaelRees84/status/1253349886805921794
2020-04-06 09:22:58,Today in 1968 Pink Floyd announced founder Syd Barrett had officially left the group. Barrett was suffering from psychiatric disorders compounded by drug use https://t.co/KkyngayAIZ,6,46,https://twitter.com/MichaelRees84/status/1247092422653415424
2020-01-04 20:57:15,"Phil Lynott of died of heart failure and pneumonia after being in a coma for eight days following a drug overdose
Lynott was 36 years old https://t.co/qRj8538jdj",5,44,https://twitter.com/MichaelRees84/status/1213565073685467138
nose
2020-05-19 19:27:58,@liamgallagher Would you rather have a permanently blocked nose or a piece of food always stuck in your teeth?,0,1,https://twitter.com/MichaelRees84/status/1262827354063286274
cancer
2020-05-11 11:51:03,"Today in 1981 Bob Marley died aged 36. Marley was found to have a type of malignant melanoma under the nail of a toe, Marley's health deteriorated as the cancer had spread throughout his body https://t.co/xH2FUD4k3L",9,36,https://twitter.com/MichaelRees84/status/1259813266622201859
2020-05-04 09:45:59,"Today in 2012 Beastie Boy Adam Yauch died of cancer aged 47

Beastie Boys - Shake Your Rump

https://t.co/mR5g0SwXgl https://t.co/QJnxljjtZN",7,49,https://twitter.com/MichaelRees84/status/1257245077325389824
2020-04-29 08:54:02,Today in 1993 Mick Ronson died of liver cancer aged 46. Ronson recorded and toured with David Bowie from 1970 to 1973 https://t.co/lROQPaRrqu,10,44,https://twitter.com/MichaelRees84/status/1255420064842633216
2020-03-27 12:43:58,"Today in 2000Ian Dury died after a long battle with cancer aged 57

Ian Dury and the Blockheads - What a Waste

https://t.co/hmWsU012V1 https://t.co/P9JyPMVTm5",10,56,https://twitter.com/MichaelRees84/status/1243519127886729220
2020-01-10 12:43:07,"Today in 2016 David Bowie died from liver cancer at his New York home
Bowie was 69 years old https://t.co/1kTKyX6qn3",10,60,https://twitter.com/MichaelRees84/status/1215615051421364225
shake
2020-05-04 09:45:59,"Today in 2012 Beastie Boy Adam Yauch died of cancer aged 47

Beastie Boys - Shake Your Rump

https://t.co/mR5g0SwXgl https://t.co/QJnxljjtZN",7,49,https://twitter.com/MichaelRees84/status/1257245077325389824
chill
2020-05-03 19:28:09,"@latrek72 Chill mate, was just a little bit of a joke. Yes we all loved/love Oasis, and yes he wrote some classics. As for my top, I dunno if it's a cycling one or not, not up to date on the fitness labels, just a top to exercise in",0,0,https://twitter.com/MichaelRees84/status/1257029197874298886
headaches
2020-04-15 18:45:13,"@AshleyHammer10 Much better mate thanks, bit restless but headaches are going",0,7,https://twitter.com/MichaelRees84/status/1250495409442742272
2020-04-14 13:24:22,"@NeilTheKid Bit better Neil, headaches are going, restless and fed up to be honest....i think we're all in the same boat though",0,2,https://twitter.com/MichaelRees84/status/1250052277928366081
2020-04-12 16:41:31,"@bookoholicme @anotherbloke99 I didn't get the cough, although my partner was bad before me and she suffered with her chest, I had a high temperature, but only for the day, slept most of the first two days because my body was lifeless, then spent about 3-4 days with really bad headaches",0,4,https://twitter.com/MichaelRees84/status/1249377115507757057
headache
2020-04-11 17:12:19,"@anotherbloke99 I gathered at the start of the week I might have it, had a temper Sunday and spent the next few days with a dreadful headache",0,6,https://twitter.com/MichaelRees84/status/1249022481077280770
tested positive
2020-04-11 16:34:02,"@sisterimapoet86 I'm alright, was bad at the start of the week, so been off work... Don't feel as bad now, slight upset stomach... Got rung to take a test yesterday, rung me up about a hour ago saying I tested positive",0,13,https://twitter.com/MichaelRees84/status/1249012844877828097
2020-04-11 16:32:10,"I tested positive for coronavirus today
I work for the NHS so was always going to be a high chance

But stay in, its travelling",478,2967,https://twitter.com/MichaelRees84/status/1249012376218800129
sweat
2020-03-14 16:44:06,"@dullardthethird I remember peeling the programme off my sweat soaked stomach 🙂, band at their peak, and the Welsh rugby videos got us all going too. In my top three gigs without a shadow of doubt",0,0,https://twitter.com/MichaelRees84/status/1238868517434335232
tired
2020-02-18 09:32:34,"Number One Today in 1965.... 

The Kinks - Tired Of Waiting For You

https://t.co/rhwT7LSdK2 https://t.co/WrqXgrus4G",6,39,https://twitter.com/MichaelRees84/status/1229700224207278081
